"isolate","assembly","ref_contig","ref_size","draft_contig","draft_size","draft_align","draft_align_total","class","filter","rep","group","per_ref","status","misassembly"
"ATCC14028","flye-raw","ATCC14028_2",93832,"contig_2","93769","93752",93752,"plasmid","pass",3,"medium",99.9147412396624,"present","none"
"ATCC14458","flye-raw","ATCC14458_1",15773,"contig_13","15830","15805",15805,"plasmid","pass",3,"medium",100.202878336398,"present","none"
"ATCC14458","flye-raw","ATCC14458_2",30891,"contig_11, contig_13","18657, 15830","18646, 10306",28952,"plasmid, plasmid","pass - fragmented",3,"medium",93.7230908678903,"present","fragmented"
"ATCC14458","flye-raw","ATCC14458_3",4326,"contig_1","8654","4285",4285,"plasmid","pass",3,"small",99.0522422561258,"present","none"
"ATCC14458","flye-raw","ATCC14458_5",4439,"contig_12","7453","7408",7408,"plasmid","pass",3,"small",166.884433430953,"present","none"
"ATCC23235","flye-raw","ATCC23235_1",27269,"contig_7","27255","27209",41317,"plasmid","pass",3,"medium",151.516373904434,"present","none"
"ATCC25922","flye-raw","ATCC25922_1",48488,"contig_7","45403","45364",47349,"plasmid","pass",3,"medium",97.6509651872628,"present","none"
"ATCC25922","flye-raw","ATCC25922_2",3173,"contig_5","3937","3843",3843,"plasmid","pass",3,"small",121.115663410022,"present","none"
"ATCC25922","flye-raw","ATCC25922_3",1919,"contig_4","1914","1855",1855,"plasmid","pass",3,"small",96.6649296508598,"present","none"
"ATCC25922","flye-raw","ATCC25922_5",24185,"contig_6","48340","24153",24153,"plasmid","pass",3,"medium",99.8676865825925,"present","none"
"ATCC25923","flye-raw","ATCC25923_2",27490,"contig_2","27477","27440",27440,"plasmid","pass",3,"medium",99.8181156784285,"present","none"
"ATCC33090","flye-raw","ATCC33090_1",104612,"contig_3","104563","104549",104549,"plasmid","pass",3,"large",99.9397774633885,"present","none"
"ATCCBAA2146","flye-raw","ATCCBAA2146_1",140825,"contig_6","140886","140878",140878,"plasmid","pass",3,"large",100.037635363039,"present","none"
"ATCCBAA2146","flye-raw","ATCCBAA2146_2",2014,"*","0","0",0,"plasmid","pass",3,"small",0,"absent","none"
"ATCCBAA2146","flye-raw","ATCCBAA2146_3",117755,"contig_5","111847","111818",114064,"plasmid","pass",3,"large",96.8655258800051,"present","none"
"ATCCBAA2146","flye-raw","ATCCBAA2146_4",85160,"contig_4","85258","85225",85225,"plasmid","pass",3,"medium",100.076326914044,"present","none"
"2022NG-0032","flye-raw","2022NG-0032_1",4153,"contig_2","28855","24517",24517,"plasmid","pass",3,"small",590.344329400433,"present","none"
"2020QW-00078","flye-raw","2020QW-00078_1",34331,"contig_8","68568","34305",34305,"plasmid","pass",3,"medium",99.9242666977367,"present","none"
"2020QW-00078","flye-raw","2020QW-00078_2",194062,"contig_7","194011","193997",193997,"plasmid","pass",3,"large",99.9665055497727,"present","none"
"2020QW-00078","flye-raw","2020QW-00078_4",97090,"contig_5, contig_4","182135, 88892","97068, 88893",185961,"plasmid, plasmid","pass",3,"medium",191.534658564219,"present","multiple contigs"
"2021QW-00045","flye-raw","2021QW-00045_2",97090,"contig_2","97084","96824",96824,"plasmid","pass",3,"medium",99.7260273972603,"present","none"
"2021QW-00045","flye-raw","2021QW-00045_3",190147,"contig_3","190093","190098",190098,"plasmid","pass",3,"large",99.9742304637991,"present","none"
"2021QW-00057","flye-raw","2021QW-00057_1",46161,"contig_6","46142","46121",46121,"plasmid","pass",3,"medium",99.9133467645848,"present","none"
"2021QW-00057","flye-raw","2021QW-00057_3",4063,"contig_4","12187","7166",7166,"plasmid","pass",3,"small",176.372138813684,"present","none"
"2021QW-00057","flye-raw","2021QW-00057_4",2101,"*","0","0",0,"plasmid","pass",3,"small",0,"absent","none"
"2021QW-00057","flye-raw","2021QW-00057_5",118339,"contig_5","118311","118263",118263,"plasmid","pass",3,"large",99.9357777233203,"present","none"
"2021QW-00057","flye-raw","2021QW-00057_6",4715,"contig_1","4679","4649",4649,"plasmid","pass",3,"small",98.6002120890774,"present","none"
"2021QW-00057","flye-raw","2021QW-00057_7",4084,"contig_4","12187","4049",4049,"plasmid","pass",3,"small",99.1429970617042,"present","none"
"2021QW-00056","flye-raw","2021QW-00056_2",95985,"contig_3","95942","95931",95931,"plasmid","pass",3,"medium",99.943741209564,"present","none"
"2021QW-00056","flye-raw","2021QW-00056_3",12268,"contig_4","223114","36715",36715,"plasmid","pass",3,"medium",299.274535376589,"present","none"
"2022NG-0076","flye-raw","2022NG-0076_1",4207,"contig_2","12609","8367",8367,"plasmid","pass",3,"small",198.882814357024,"present","none"
"2022QW-00133","flye-raw","2022QW-00133_2",43879,"contig_3","43869","43824",43824,"plasmid","pass",3,"medium",99.8746553020807,"present","none"
"2022QW-00133","flye-raw","2022QW-00133_3",27080,"contig_2","27068","27030",27030,"plasmid","pass",3,"medium",99.8153618906942,"present","none"
"ATCC14028","miniasm","ATCC14028_2",93832,"utg000002c","93783","93768",93768,"plasmid","pass",1,"medium",99.9317929917299,"present","none"
"ATCC14458","miniasm","ATCC14458_1",15773,"utg000006c","15766","15726",25011,"plasmid","pass",1,"medium",158.568439738794,"present","none"
"ATCC14458","miniasm","ATCC14458_2",30891,"utg000002c","30875","30828",30828,"plasmid","pass",1,"medium",99.7960571040109,"present","none"
"ATCC14458","miniasm","ATCC14458_3",4326,"utg000003c","4319","4249",4249,"plasmid","pass",1,"small",98.2200647249191,"present","none"
"ATCC14458","miniasm","ATCC14458_5",4439,"utg000010l","7417","4415",4415,"plasmid","pass",1,"small",99.4593376886686,"present","none"
"ATCC23235","miniasm","ATCC23235_1",27269,"utg000002c","27262","27216",27216,"plasmid","pass",1,"medium",99.8056401041476,"present","none"
"ATCC25922","miniasm","ATCC25922_1",48488,"utg000003c","48473","48447",48447,"plasmid","pass",1,"medium",99.9154429962052,"present","none"
"ATCC25922","miniasm","ATCC25922_2",3173,"*","0","0",0,"plasmid","pass",1,"small",0,"absent","none"
"ATCC25922","miniasm","ATCC25922_3",1919,"*","0","0",0,"plasmid","pass",1,"small",0,"absent","none"
"ATCC25922","miniasm","ATCC25922_5",24185,"utg000002c","24168","24138",24138,"plasmid","pass",1,"medium",99.8056646681828,"present","none"
"ATCC25923","miniasm","ATCC25923_2",27490,"utg000002c","27479","27446",27446,"plasmid","pass",1,"medium",99.8399417970171,"present","none"
"ATCC33090","miniasm","ATCC33090_1",104612,"utg000002c","104562","104559",104559,"plasmid","pass",1,"large",99.949336596184,"present","none"
"ATCCBAA2146","miniasm","ATCCBAA2146_1",140825,"utg000007c","140814","140871",140871,"plasmid","pass",1,"large",100.032664654713,"present","none"
"ATCCBAA2146","miniasm","ATCCBAA2146_2",2014,"*","0","0",0,"plasmid","pass",1,"small",0,"absent","none"
"ATCCBAA2146","miniasm","ATCCBAA2146_3",117755,"utg000009l, utg000010l, utg000004l","49632, 42692, 868285","49651, 42682, 2270",94603,"plasmid, plasmid, plasmid","fail - all alignments too short",1,"large",80.3388391151119,"absent","multiple contigs"
"ATCCBAA2146","miniasm","ATCCBAA2146_4",85160,"utg000005c","85162","85200",85200,"plasmid","pass",1,"medium",100.046970408643,"present","none"
"2022NG-0032","miniasm","2022NG-0032_1",4153,"utg000025c, utg000024l","12379, 4806","12188, 3855",19745,"plasmid, plasmid","pass",1,"small",475.439441367686,"present","multiple contigs"
"2020QW-00078","miniasm","2020QW-00078_1",34331,"utg000002l","68583","34305",34305,"plasmid","pass",1,"medium",99.9242666977367,"present","none"
"2020QW-00078","miniasm","2020QW-00078_2",194062,"utg000004c","194009","193989",193989,"plasmid","pass",1,"large",99.9623831558986,"present","none"
"2020QW-00078","miniasm","2020QW-00078_4",97090,"utg000003c","97060","97050",105188,"plasmid","pass",1,"medium",108.3407148007,"present","none"
"2021QW-00045","miniasm","2021QW-00045_2",97090,"utg000005c","97061","97034",97034,"plasmid","pass",1,"medium",99.942321557318,"present","none"
"2021QW-00045","miniasm","2021QW-00045_3",190147,"utg000004c","190095","190103",190103,"plasmid","pass",1,"large",99.9768600083094,"present","none"
"2021QW-00057","miniasm","2021QW-00057_1",46161,"utg000011c","46155","46114",46114,"plasmid","pass",1,"medium",99.8981824483872,"present","none"
"2021QW-00057","miniasm","2021QW-00057_3",4063,"utg000010c","4061","4002",4002,"plasmid","pass",1,"small",98.4986463204529,"present","none"
"2021QW-00057","miniasm","2021QW-00057_4",2101,"*","0","0",0,"plasmid","pass",1,"small",0,"absent","none"
"2021QW-00057","miniasm","2021QW-00057_5",118339,"utg000018c","118308","118299",118299,"plasmid","pass",1,"large",99.9661988017475,"present","none"
"2021QW-00057","miniasm","2021QW-00057_6",4715,"utg000001l","4927","4847",8920,"plasmid","pass",1,"small",189.183457051962,"present","none"
"2021QW-00057","miniasm","2021QW-00057_7",4084,"utg000010c","4061","3854",3854,"plasmid","pass",1,"small",94.3682664054848,"present","none"
"2021QW-00056","miniasm","2021QW-00056_2",95985,"utg000003c","95957","95923",95923,"plasmid","pass",1,"medium",99.9354065739439,"present","none"
"2021QW-00056","miniasm","2021QW-00056_3",12268,"utg000002l","235968","48972",48972,"plasmid","pass",1,"medium",399.184871209651,"present","none"
"2022NG-0076","miniasm","2022NG-0076_1",4207,"utg000036l, utg000049l, utg000011l","4175, 4167, 4096","3942, 4119, 3880",11941,"plasmid, plasmid, plasmid","pass",1,"small",283.836463037794,"present","multiple contigs"
"2022QW-00133","miniasm","2022QW-00133_2",43879,"utg000002c","43874","43820",43820,"plasmid","pass",1,"medium",99.8655393240502,"present","none"
"2022QW-00133","miniasm","2022QW-00133_3",27080,"utg000003c","27083","27063",27063,"plasmid","pass",1,"medium",99.937223042836,"present","none"
"ATCC14028","miniasm","ATCC14028_2",93832,"utg000002c","93792","93761",93761,"plasmid","pass",2,"medium",99.9243328502004,"present","none"
"ATCC14458","miniasm","ATCC14458_1",15773,"utg000004l","29694","15758",15758,"plasmid","pass",2,"medium",99.9049007798136,"present","none"
"ATCC14458","miniasm","ATCC14458_2",30891,"utg000003c, utg000004l","30880, 29694","26100, 19720",45820,"plasmid, plasmid","pass - fragmented",2,"medium",148.327991971772,"present","fragmented"
"ATCC14458","miniasm","ATCC14458_3",4326,"utg000012c","4324","4271",4271,"plasmid","pass",2,"small",98.7286176606565,"present","none"
"ATCC14458","miniasm","ATCC14458_5",4439,"utg000011l","4224","4249",4249,"plasmid","pass",2,"small",95.7197567019599,"present","none"
"ATCC23235","miniasm","ATCC23235_1",27269,"utg000002c","27259","27187",27187,"plasmid","pass",2,"medium",99.6992922366057,"present","none"
"ATCC25922","miniasm","ATCC25922_1",48488,"utg000003c","48462","48407",48407,"plasmid","pass",2,"medium",99.8329483583567,"present","none"
"ATCC25922","miniasm","ATCC25922_2",3173,"utg000001l","5154735","53",53,"chromosome","fail - all alignments too short",2,"small",1.67034352347936,"absent","none - chromsome"
"ATCC25922","miniasm","ATCC25922_3",1919,"*","0","0",0,"plasmid","pass",2,"small",0,"absent","none"
"ATCC25922","miniasm","ATCC25922_5",24185,"utg000002c","24174","24114",24114,"plasmid","pass",2,"medium",99.7064296051271,"present","none"
"ATCC25923","miniasm","ATCC25923_2",27490,"utg000002c","27482","27462",27462,"plasmid","pass",2,"medium",99.89814477992,"present","none"
"ATCC33090","miniasm","ATCC33090_1",104612,"utg000002c","104567","104553",104553,"plasmid","pass",2,"large",99.9436011165067,"present","none"
"ATCCBAA2146","miniasm","ATCCBAA2146_1",140825,"utg000008c","140792","140835",140835,"plasmid","pass",2,"large",100.007101011894,"present","none"
"ATCCBAA2146","miniasm","ATCCBAA2146_2",2014,"*","0","0",0,"plasmid","pass",2,"small",0,"absent","none"
"ATCCBAA2146","miniasm","ATCCBAA2146_3",117755,"utg000007l, utg000011c, utg000006l, utg000003l, utg000002l","62264, 84785, 596506, 1328168, 1214259","62280, 34360, 1911, 5969, 3815",108335,"plasmid, plasmid, plasmid, chromosome, chromosome","pass - fragmented",2,"large",92.000339688336,"present","fragmented - chromsome"
"ATCCBAA2146","miniasm","ATCCBAA2146_4",85160,"utg000011c","84785","85150",85150,"plasmid","pass",2,"medium",99.9882573978394,"present","none"
"2022NG-0032","miniasm","2022NG-0032_1",4153,"utg000056l","5303","4081",7695,"plasmid","pass",2,"small",185.287743799663,"present","none"
"2020QW-00078","miniasm","2020QW-00078_1",34331,"utg000010l, utg000011l, utg000012l, utg000003l, utg000009l, utg000006l, utg000007l, utg000005l, utg000004l","40558, 35088, 37640, 45888, 35001, 34968, 35038, 38753, 34688","34306, 32064, 31194, 45840, 34952, 35264, 35010, 38723, 34658",322011,"plasmid, plasmid, plasmid, plasmid, plasmid, plasmid, plasmid, plasmid, plasmid","pass",2,"medium",937.9598613498,"present","multiple contigs"
"2020QW-00078","miniasm","2020QW-00078_2",194062,"utg000002c","194017","193994",193994,"plasmid","pass",2,"large",99.96495965207,"present","none"
"2020QW-00078","miniasm","2020QW-00078_4",97090,"utg000014c","97063","97029",97029,"plasmid","pass",2,"medium",99.9371716963642,"present","none"
"2021QW-00045","miniasm","2021QW-00045_2",97090,"utg000003c","97342","97291",97291,"plasmid","pass",2,"medium",100.207024410341,"present","none"
"2021QW-00045","miniasm","2021QW-00045_3",190147,"utg000002c","190099","190112",190112,"plasmid","pass",2,"large",99.9815931884279,"present","none"
"2021QW-00057","miniasm","2021QW-00057_1",46161,"utg000009c","46151","46100",46100,"plasmid","pass",2,"medium",99.8678538159919,"present","none"
"2021QW-00057","miniasm","2021QW-00057_3",4063,"utg000003c","4053","4000",4000,"plasmid","pass",2,"small",98.449421609648,"present","none"
"2021QW-00057","miniasm","2021QW-00057_4",2101,"*","0","0",0,"plasmid","pass",2,"small",0,"absent","none"
"2021QW-00057","miniasm","2021QW-00057_5",118339,"utg000001c","118307","118300",118300,"plasmid","pass",2,"large",99.9670438317038,"present","none"
"2021QW-00057","miniasm","2021QW-00057_6",4715,"utg000015l, utg000021l, utg000057l","4783, 4760, 4685","4696, 4551, 4546",37675,"plasmid, plasmid, plasmid","pass",2,"small",799.045599151644,"present","multiple contigs"
"2021QW-00057","miniasm","2021QW-00057_7",4084,"utg000003c","4053","4003",4003,"plasmid","pass",2,"small",98.0166503428012,"present","none"
"2021QW-00056","miniasm","2021QW-00056_2",95985,"utg000003c","95962","95944",95944,"plasmid","pass",2,"medium",99.9572849924467,"present","none"
"2021QW-00056","miniasm","2021QW-00056_3",12268,"utg000002c","202360","24476",24476,"plasmid","pass",2,"medium",199.510922725791,"present","none"
"2022NG-0076","miniasm","2022NG-0076_1",4207,"utg000026l","5291","4182",7511,"plasmid","pass",2,"small",178.535773710483,"present","none"
"2022QW-00133","miniasm","2022QW-00133_2",43879,"utg000003c","43875","43839",43839,"plasmid","pass",2,"medium",99.9088402196951,"present","none"
"2022QW-00133","miniasm","2022QW-00133_3",27080,"utg000002c","27077","27062",27062,"plasmid","pass",2,"medium",99.9335302806499,"present","none"
"ATCC14028","miniasm","ATCC14028_2",93832,"utg000002c","93785","93771",93771,"plasmid","pass",3,"medium",99.9349901952426,"present","none"
"ATCC14458","miniasm","ATCC14458_1",15773,"utg000013c","15762","15752",26992,"plasmid","pass",3,"medium",171.127876751411,"present","none"
"ATCC14458","miniasm","ATCC14458_2",30891,"utg000011c","30878","30838",30838,"plasmid","pass",3,"medium",99.8284289922631,"present","none"
"ATCC14458","miniasm","ATCC14458_3",4326,"utg000005c","4329","4273",4273,"plasmid","pass",3,"small",98.7748497457235,"present","none"
"ATCC14458","miniasm","ATCC14458_5",4439,"utg000008l, utg000019l","4562, 4537","3562, 1959",5521,"plasmid, plasmid","pass - fragmented",3,"small",124.374859202523,"present","fragmented"
"ATCC23235","miniasm","ATCC23235_1",27269,"utg000003c","27256","27211",27211,"plasmid","pass",3,"medium",99.7873042649162,"present","none"
"ATCC25922","miniasm","ATCC25922_1",48488,"utg000002c","48473","48419",48419,"plasmid","pass",3,"medium",99.8576967497113,"present","none"
"ATCC25922","miniasm","ATCC25922_2",3173,"*","0","0",0,"plasmid","pass",3,"small",0,"absent","none"
"ATCC25922","miniasm","ATCC25922_3",1919,"*","0","0",0,"plasmid","pass",3,"small",0,"absent","none"
"ATCC25922","miniasm","ATCC25922_5",24185,"utg000003l","52430","44077",44077,"plasmid","pass",3,"medium",182.249328095927,"present","none"
"ATCC25923","miniasm","ATCC25923_2",27490,"utg000002c","27486","27436",27436,"plasmid","pass",3,"medium",99.8035649327028,"present","none"
"ATCC33090","miniasm","ATCC33090_1",104612,"utg000002c","104579","104561",104561,"plasmid","pass",3,"large",99.9512484227431,"present","none"
"ATCCBAA2146","miniasm","ATCCBAA2146_1",140825,"utg000003c","140800","140828",140828,"plasmid","pass",3,"large",100.002130303568,"present","none"
"ATCCBAA2146","miniasm","ATCCBAA2146_2",2014,"*","0","0",0,"plasmid","pass",3,"small",0,"absent","none"
"ATCCBAA2146","miniasm","ATCCBAA2146_3",117755,"utg000005l, utg000010l, utg000002l, utg000004l","50531, 15041, 1578415, 593760","50869, 15012, 3310, 340",69531,"plasmid, plasmid, chromosome, plasmid","fail - all alignments too short",3,"large",59.0471742176553,"absent","multiple contigs - chromsome"
"ATCCBAA2146","miniasm","ATCCBAA2146_4",85160,"utg000008l, utg000003c, utg000005l, utg000002l","58478, 140800, 50531, 1578415","66101, 1453, 15296, 6633",89483,"plasmid, plasmid, plasmid, chromosome","pass - fragmented",3,"medium",105.076326914044,"present","fragmented - chromsome"
"2022NG-0032","miniasm","2022NG-0032_1",4153,"utg000002c","8158","4122",4122,"plasmid","pass",3,"small",99.2535516494101,"present","none"
"2020QW-00078","miniasm","2020QW-00078_1",34331,"utg000002l, utg000006l, utg000003l","62256, 35706, 38364","34288, 32824, 31141",98253,"plasmid, plasmid, plasmid","pass",3,"medium",286.193236433544,"present","multiple contigs"
"2020QW-00078","miniasm","2020QW-00078_2",194062,"utg000005c","194012","193986",193986,"plasmid","pass",3,"large",99.9608372581958,"present","none"
"2020QW-00078","miniasm","2020QW-00078_4",97090,"utg000004c","97062","97046",105184,"plasmid","pass",3,"medium",108.336594911937,"present","none"
"2021QW-00045","miniasm","2021QW-00045_2",97090,"utg000002c","97076","97028",97028,"plasmid","pass",3,"medium",99.9361417241735,"present","none"
"2021QW-00045","miniasm","2021QW-00045_3",190147,"utg000003c","190092","190093",190093,"plasmid","pass",3,"large",99.9716009192888,"present","none"
"2021QW-00057","miniasm","2021QW-00057_1",46161,"utg000002c","46148","46124",46124,"plasmid","pass",3,"medium",99.919845757241,"present","none"
"2021QW-00057","miniasm","2021QW-00057_3",4063,"utg000055l, utg000073l, utg000052l, utg000057l, utg000053l, utg000051l, utg000071l, utg000046l","4254, 4075, 4058, 4191, 4066, 4063, 4038, 4086","3988, 4007, 3907, 3732, 4022, 3749, 3865, 3823",51647,"plasmid, plasmid, plasmid, plasmid, plasmid, plasmid, plasmid, plasmid","pass",3,"small",1271.15431946837,"present","multiple contigs"
"2021QW-00057","miniasm","2021QW-00057_4",2101,"*","0","0",0,"plasmid","pass",3,"small",0,"absent","none"
"2021QW-00057","miniasm","2021QW-00057_5",118339,"utg000058c","118314","118298",118298,"plasmid","pass",3,"large",99.9653537717912,"present","none"
"2021QW-00057","miniasm","2021QW-00057_6",4715,"utg000003c","9394","4694",4694,"plasmid","pass",3,"small",99.5546129374337,"present","none"
"2021QW-00057","miniasm","2021QW-00057_7",4084,"utg000060l, utg000027l, utg000021l, utg000065l, utg000025l","4152, 4164, 4315, 4084, 4109","4105, 3878, 3756, 3694, 3806",36662,"plasmid, plasmid, plasmid, plasmid, plasmid","pass",3,"small",897.69833496572,"present","multiple contigs"
"2021QW-00056","miniasm","2021QW-00056_2",95985,"utg000003c","95961","95962",95962,"plasmid","pass",3,"medium",99.9760379225921,"present","none"
"2021QW-00056","miniasm","2021QW-00056_3",12268,"utg000002c","239149","48972",48972,"plasmid","pass",3,"medium",399.184871209651,"present","none"
"2022NG-0076","miniasm","2022NG-0076_1",4207,"utg000003l, utg000041l, utg000015l, utg000052l","7405, 4600, 4450, 4163","4175, 4157, 3989, 3979",16300,"plasmid, plasmid, plasmid, plasmid","pass",3,"small",387.449488946993,"present","multiple contigs"
"2022QW-00133","miniasm","2022QW-00133_2",43879,"utg000002c","43871","43849",43849,"plasmid","pass",3,"medium",99.9316301647713,"present","none"
"2022QW-00133","miniasm","2022QW-00133_3",27080,"utg000003c","27074","27034",27034,"plasmid","pass",3,"medium",99.8301329394387,"present","none"
"ATCC14028","raven","ATCC14028_2",93832,"Utg1206","93783","93786",93786,"plasmid","pass",1,"medium",99.9509762128059,"present","none"
"ATCC14458","raven","ATCC14458_1",15773,"Utg946","15740","15731",23732,"plasmid","pass",1,"medium",150.459646230901,"present","none"
"ATCC14458","raven","ATCC14458_2",30891,"Utg942","30877","30820",38981,"plasmid","pass",1,"medium",126.188857596064,"present","none"
"ATCC14458","raven","ATCC14458_3",4326,"Utg940","3813","4225",4225,"plasmid","pass",1,"small",97.6652797041147,"present","none"
"ATCC14458","raven","ATCC14458_5",4439,"Utg940","3813","1265",1265,"plasmid","fail - all alignments too short",1,"small",28.4974093264249,"absent","none"
"ATCC23235","raven","ATCC23235_1",27269,"Utg702","27349","27312",27312,"plasmid","pass",1,"medium",100.15768821739,"present","none"
"ATCC25922","raven","ATCC25922_1",48488,"Utg1446","48481","48419",48419,"plasmid","pass",1,"medium",99.8576967497113,"present","none"
"ATCC25922","raven","ATCC25922_2",3173,"*","0","0",0,"plasmid","pass",1,"small",0,"absent","none"
"ATCC25922","raven","ATCC25922_3",1919,"*","0","0",0,"plasmid","pass",1,"small",0,"absent","none"
"ATCC25922","raven","ATCC25922_5",24185,"Utg1444","24173","24125",24125,"plasmid","pass",1,"medium",99.751912342361,"present","none"
"ATCC25923","raven","ATCC25923_2",27490,"Utg1312","27469","27447",27447,"plasmid","pass",1,"medium",99.8435794834485,"present","none"
"ATCC33090","raven","ATCC33090_1",104612,"Utg674","104549","104536",104536,"plasmid","pass",1,"large",99.9273505907544,"present","none"
"ATCCBAA2146","raven","ATCCBAA2146_1",140825,"Utg1976","140833","140855",140855,"plasmid","pass",1,"large",100.021303035683,"present","none"
"ATCCBAA2146","raven","ATCCBAA2146_2",2014,"*","0","0",0,"plasmid","pass",1,"small",0,"absent","none"
"ATCCBAA2146","raven","ATCCBAA2146_3",117755,"Utg1980, Utg1978","57345, 52528","57337, 52533",109870,"plasmid, plasmid","pass - fragmented",1,"large",93.3038936775508,"present","fragmented"
"ATCCBAA2146","raven","ATCCBAA2146_4",85160,"Utg1982","85156","85414",85414,"plasmid","pass",1,"medium",100.29826209488,"present","none"
"2022NG-0032","raven","2022NG-0032_1",4153,"*","0","0",0,"plasmid","pass",1,"small",0,"absent","none"
"2020QW-00078","raven","2020QW-00078_1",34331,"Utg1462","34306","34283",34283,"plasmid","pass",1,"medium",99.8601846727448,"present","none"
"2020QW-00078","raven","2020QW-00078_2",194062,"Utg1470","193987","193987",193987,"plasmid","pass",1,"large",99.9613525574301,"present","none"
"2020QW-00078","raven","2020QW-00078_4",97090,"Utg1468","97270","97237",97237,"plasmid","pass",1,"medium",100.15140591204,"present","none"
"2021QW-00045","raven","2021QW-00045_2",97090,"Utg1204","97049","97025",97025,"plasmid","pass",1,"medium",99.9330518076012,"present","none"
"2021QW-00045","raven","2021QW-00045_3",190147,"Utg1202","190101","190107",190107,"plasmid","pass",1,"large",99.9789636439176,"present","none"
"2021QW-00057","raven","2021QW-00057_1",46161,"Utg1310","46150","46107",46107,"plasmid","pass",1,"medium",99.8830181321895,"present","none"
"2021QW-00057","raven","2021QW-00057_3",4063,"Utg1312","4053","4015",4015,"plasmid","pass",1,"small",98.8186069406842,"present","none"
"2021QW-00057","raven","2021QW-00057_4",2101,"*","0","0",0,"plasmid","pass",1,"small",0,"absent","none"
"2021QW-00057","raven","2021QW-00057_5",118339,"Utg1306","118399","118368",118368,"plasmid","pass",1,"large",100.024505868733,"present","none"
"2021QW-00057","raven","2021QW-00057_6",4715,"Utg1308","4708","4671",4671,"plasmid","pass",1,"small",99.0668080593849,"present","none"
"2021QW-00057","raven","2021QW-00057_7",4084,"Utg1312","4053","4035",4035,"plasmid","pass",1,"small",98.8001958863859,"present","none"
"2021QW-00056","raven","2021QW-00056_2",95985,"Utg1536, Utg1532","5174545, 214998","1403, 5592",6995,"chromosome, plasmid","fail - all alignments too short",1,"medium",7.28759702036777,"absent","multiple contigs - chromsome"
"2021QW-00056","raven","2021QW-00056_3",12268,"Utg1532","214998","36730",36730,"plasmid","pass",1,"medium",299.396804695142,"present","none"
"2022NG-0076","raven","2022NG-0076_1",4207,"Utg678","4204","4139",4139,"plasmid","pass",1,"small",98.3836463037794,"present","none"
"2022QW-00133","raven","2022QW-00133_2",43879,"Utg784","43870","43822",43822,"plasmid","pass",1,"medium",99.8700973130655,"present","none"
"2022QW-00133","raven","2022QW-00133_3",27080,"Utg782","27066","27039",27039,"plasmid","pass",1,"medium",99.8485967503693,"present","none"
"ATCC14028","raven","ATCC14028_2",93832,"*","0","0",0,"plasmid","pass",2,"medium",0,"absent","none"
"ATCC14458","raven","ATCC14458_1",15773,"Utg984","15763","15734",25020,"plasmid","pass",2,"medium",158.625499270906,"present","none"
"ATCC14458","raven","ATCC14458_2",30891,"Utg982","30872","30840",40119,"plasmid","pass",2,"medium",129.872778479169,"present","none"
"ATCC14458","raven","ATCC14458_3",4326,"Utg976","4320","4245",4245,"plasmid","pass",2,"small",98.127600554785,"present","none"
"ATCC14458","raven","ATCC14458_5",4439,"Utg978","4413","4384",4384,"plasmid","pass",2,"small",98.7609822031989,"present","none"
"ATCC23235","raven","ATCC23235_1",27269,"Utg732","27245","27217",27217,"plasmid","pass",2,"medium",99.8093072719938,"present","none"
"ATCC25922","raven","ATCC25922_1",48488,"Utg1566","48483","48428",48428,"plasmid","pass",2,"medium",99.8762580432272,"present","none"
"ATCC25922","raven","ATCC25922_2",3173,"*","0","0",0,"plasmid","pass",2,"small",0,"absent","none"
"ATCC25922","raven","ATCC25922_3",1919,"*","0","0",0,"plasmid","pass",2,"small",0,"absent","none"
"ATCC25922","raven","ATCC25922_5",24185,"Utg1570","24174","24103",24103,"plasmid","pass",2,"medium",99.6609468678933,"present","none"
"ATCC25923","raven","ATCC25923_2",27490,"Utg1230","27476","27441",27441,"plasmid","pass",2,"medium",99.8217533648599,"present","none"
"ATCC33090","raven","ATCC33090_1",104612,"Utg668","104554","104566",104566,"plasmid","pass",2,"large",99.9560279891408,"present","none"
"ATCCBAA2146","raven","ATCCBAA2146_1",140825,"Utg2060","140825","140697",140697,"plasmid","pass",2,"large",99.9091070477543,"present","none"
"ATCCBAA2146","raven","ATCCBAA2146_2",2014,"*","0","0",0,"plasmid","pass",2,"small",0,"absent","none"
"ATCCBAA2146","raven","ATCCBAA2146_3",117755,"Utg2066","117774","117809",117809,"plasmid","pass",2,"large",100.045857925353,"present","none"
"ATCCBAA2146","raven","ATCCBAA2146_4",85160,"Utg2068","85386","85421",85421,"plasmid","pass",2,"medium",100.306481916393,"present","none"
"2022NG-0032","raven","2022NG-0032_1",4153,"*","0","0",0,"plasmid","pass",2,"small",0,"absent","none"
"2020QW-00078","raven","2020QW-00078_1",34331,"Utg1352","34314","34258",34258,"plasmid","pass",2,"medium",99.7873641897993,"present","none"
"2020QW-00078","raven","2020QW-00078_2",194062,"Utg1358","194129","194136",194136,"plasmid","pass",2,"large",100.038132143336,"present","none"
"2020QW-00078","raven","2020QW-00078_4",97090,"Utg1360","97063","97031",97031,"plasmid","pass",2,"medium",99.9392316407457,"present","none"
"2021QW-00045","raven","2021QW-00045_2",97090,"Utg1246","97057","97016",97016,"plasmid","pass",2,"medium",99.9237820578844,"present","none"
"2021QW-00045","raven","2021QW-00045_3",190147,"Utg1250","190091","190093",190093,"plasmid","pass",2,"large",99.9716009192888,"present","none"
